Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[25]     0.0    0.00    0.00      24         std::operator==(std::_Deque_iterator<Order, Order const&, Order const*> const&, std::_Deque_iterator<Order, Order const&, Order const*> const&) [25]
-----------------------------------------------
                0.00    0.00      12/24          NCursesUI::render(std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&, std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&, std::deque<TradeEvent, std::allocator<TradeEvent> > const&) [87]
                0.00    0.00      12/24          std::_Deque_iterator<Order, Order&, Order*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<Order, Order const&, Order const*>, std::_Deque_iterator<Order, Order&, Order*> >(std::_Deque_iterator<Order, Order const&, Order const*>, std::_Deque_iterator<Order, Order const&, Order const*>, std::_Deque_iterator<Order, Order&, Order*>) [151]
[26]     0.0    0.00    0.00      24         std::operator!=(std::_Deque_iterator<Order, Order const&, Order const*> const&, std::_Deque_iterator<Order, Order const&, Order const*> const&) [26]
                0.00    0.00      24/24          std::operator==(std::_Deque_iterator<Order, Order const&, Order const*> const&, std::_Deque_iterator<Order, Order const&, Order const*> const&) [25]
-----------------------------------------------
                0.00    0.00       1/21          void __gnu_cxx::new_allocator<Order>::construct<Order, Order const&>(Order*, Order const&) [229]
                0.00    0.00       1/21          void std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<double const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*, std::piecewise_construct_t const&, std::tuple<double const&>&&, std::tuple<>&&) [290]
                0.00    0.00       1/21          void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::construct<std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::piecewise_construct_t const&, std::tuple<double const&>, std::tuple<> >(std::pair<double const, std::deque<Order, std::allocator<Order> > >*, std::piecewise_construct_t const&, std::tuple<double const&>&&, std::tuple<>&&) [233]
                0.00    0.00       6/21          void std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_construct_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > const&>(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*, std::pair<double const, std::deque<Order, std::allocator<Order> > > const&) [161]
                0.00    0.00       6/21          void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::construct<std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::pair<double const, std::deque<Order, std::allocator<Order> > > const&>(std::pair<double const, std::deque<Order, std::allocator<Order> > >*, std::pair<double const, std::deque<Order, std::allocator<Order> > > const&) [138]
                0.00    0.00       6/21          void std::_Construct<Order, Order const&>(Order*, Order const&) [166]
[27]     0.0    0.00    0.00      21         operator new(unsigned long, void*) [27]
-----------------------------------------------
                0.00    0.00       6/20          std::deque<Order, std::allocator<Order> >::deque(std::deque<Order, std::allocator<Order> > const&) [153]
                0.00    0.00      14/20          std::_Deque_base<Order, std::allocator<Order> >::_M_get_map_allocator() const [44]
[28]     0.0    0.00    0.00      20         std::_Deque_base<Order, std::allocator<Order> >::_M_get_Tp_allocator() const [28]
-----------------------------------------------
                0.00    0.00       7/20          std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::begin() const [103]
                0.00    0.00      13/20          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::rend() const [63]
[29]     0.0    0.00    0.00      20         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::begin() const [29]
                0.00    0.00      20/34          std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [11]
-----------------------------------------------
                0.00    0.00       6/20          std::operator-(std::_Deque_iterator<Order, Order&, Order*> const&, std::_Deque_iterator<Order, Order&, Order*> const&) [170]
                0.00    0.00      14/20          std::_Deque_iterator<Order, Order&, Order*>::_M_set_node(Order**) [50]
[30]     0.0    0.00    0.00      20         std::_Deque_iterator<Order, Order&, Order*>::_S_buffer_size() [30]
                0.00    0.00      20/54          std::__deque_buf_size(unsigned long) [8]
-----------------------------------------------
                0.00    0.00       7/20          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::rbegin() const [107]
                0.00    0.00      13/20          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::rend() const [63]
[31]     0.0    0.00    0.00      20         std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::reverse_iterator(std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > >) [31]
-----------------------------------------------
                0.00    0.00       6/18          std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::operator++() [148]
                0.00    0.00      12/18          std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::operator->() const [72]
[32]     0.0    0.00    0.00      18         std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > >::operator--() [32]
-----------------------------------------------
                0.00    0.00       1/18          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::lower_bound(double const&) [286]
                0.00    0.00       1/18          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_get_insert_unique_pos(double const&) [292]
                0.00    0.00      16/18          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~_Rb_tree() [40]
[33]     0.0    0.00    0.00      18         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_begin() [33]
                0.00    0.00      18/24          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_mbegin() const [21]
-----------------------------------------------
                0.00    0.00      16/16          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [83]
[34]     0.0    0.00    0.00      16         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [34]
-----------------------------------------------
                0.00    0.00      16/16          std::_Rb_tree_header::_Rb_tree_header() [36]
[35]     0.0    0.00    0.00      16         std::_Rb_tree_header::_M_reset() [35]
-----------------------------------------------
                0.00    0.00       2/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::_Rb_tree_impl() [215]
                0.00    0.00      14/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::_Rb_tree_impl(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true> const&) [56]
[36]     0.0    0.00    0.00      16         std::_Rb_tree_header::_Rb_tree_header() [36]
                0.00    0.00      16/16          std::_Rb_tree_header::_M_reset() [35]
-----------------------------------------------
                0.00    0.00       2/16          OrderBook::~OrderBook() [224]
                0.00    0.00      14/16          main [6]
[37]     0.0    0.00    0.00      16         std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~map() [37]
                0.00    0.00      16/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~_Rb_tree() [40]
-----------------------------------------------
                0.00    0.00      16/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~_Rb_tree() [40]
[38]     0.0    0.00    0.00      16         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::~_Rb_tree_impl() [38]
                0.00    0.00      16/30          std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~allocator() [13]
-----------------------------------------------
                                   7             std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_erase(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*) [39]
                0.00    0.00      16/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~_Rb_tree() [40]
[39]     0.0    0.00    0.00      16+7       std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_erase(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*) [39]
                0.00    0.00       7/7           std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_S_right(std::_Rb_tree_node_base*) [134]
                0.00    0.00       7/13          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_S_left(std::_Rb_tree_node_base*) [66]
                0.00    0.00       7/7           std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_drop_node(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*) [132]
                                   7             std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_erase(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*) [39]
-----------------------------------------------
                0.00    0.00      16/16          std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~map() [37]
[40]     0.0    0.00    0.00      16         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::~_Rb_tree() [40]
                0.00    0.00      16/18          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_begin() [33]
                0.00    0.00      16/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_erase(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*) [39]
                0.00    0.00      16/16          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::~_Rb_tree_impl() [38]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<Order*>::allocator<Order>(std::allocator<Order> const&) [47]
[41]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<Order*>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<Order*>::~allocator() [48]
[42]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<Order*>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00      14/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::_Rb_tree_impl(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true> const&) [56]
[43]     0.0    0.00    0.00      14         __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >, std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [43]
                0.00    0.00      14/14          std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [52]
-----------------------------------------------
                0.00    0.00       7/14          std::_Deque_base<Order, std::allocator<Order> >::_M_allocate_map(unsigned long) [109]
                0.00    0.00       7/14          std::_Deque_base<Order, std::allocator<Order> >::_M_deallocate_map(Order**, unsigned long) [114]
[44]     0.0    0.00    0.00      14         std::_Deque_base<Order, std::allocator<Order> >::_M_get_map_allocator() const [44]
                0.00    0.00      14/20          std::_Deque_base<Order, std::allocator<Order> >::_M_get_Tp_allocator() const [28]
                0.00    0.00      14/14          std::allocator<Order*>::allocator<Order>(std::allocator<Order> const&) [47]
-----------------------------------------------
                0.00    0.00       7/14          std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::end() const [102]
                0.00    0.00       7/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::rbegin() const [107]
[45]     0.0    0.00    0.00      14         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::end() const [45]
                0.00    0.00      14/34          std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [11]
-----------------------------------------------
                0.00    0.00      14/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [57]
[46]     0.0    0.00    0.00      14         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_root() const [46]
-----------------------------------------------
                0.00    0.00      14/14          std::_Deque_base<Order, std::allocator<Order> >::_M_get_map_allocator() const [44]
[47]     0.0    0.00    0.00      14         std::allocator<Order*>::allocator<Order>(std::allocator<Order> const&) [47]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<Order*>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00       7/14          std::_Deque_base<Order, std::allocator<Order> >::_M_allocate_map(unsigned long) [109]
                0.00    0.00       7/14          std::_Deque_base<Order, std::allocator<Order> >::_M_deallocate_map(Order**, unsigned long) [114]
[48]     0.0    0.00    0.00      14         std::allocator<Order*>::~allocator() [48]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<Order*>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00       7/14          std::deque<TradeEvent, std::allocator<TradeEvent> >::begin() const [106]
                0.00    0.00       7/14          std::deque<TradeEvent, std::allocator<TradeEvent> >::end() const [105]
[49]     0.0    0.00    0.00      14         std::_Deque_iterator<TradeEvent, TradeEvent const&, TradeEvent const*>::_Deque_iterator<std::_Deque_iterator<TradeEvent, TradeEvent&, TradeEvent*>, void>(std::_Deque_iterator<TradeEvent, TradeEvent&, TradeEvent*> const&) [49]
-----------------------------------------------
                0.00    0.00      14/14          std::_Deque_base<Order, std::allocator<Order> >::_M_initialize_map(unsigned long) [115]
[50]     0.0    0.00    0.00      14         std::_Deque_iterator<Order, Order&, Order*>::_M_set_node(Order**) [50]
                0.00    0.00      14/20          std::_Deque_iterator<Order, Order&, Order*>::_S_buffer_size() [30]
-----------------------------------------------
                0.00    0.00      14/14          std::_Deque_base<Order, std::allocator<Order> >::_Deque_impl_data::_Deque_impl_data() [111]
[51]     0.0    0.00    0.00      14         std::_Deque_iterator<Order, Order&, Order*>::_Deque_iterator() [51]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >, std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [43]
[52]     0.0    0.00    0.00      14         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [52]
                0.00    0.00      14/28          std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [15]
-----------------------------------------------
                0.00    0.00       1/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*) [288]
                0.00    0.00       1/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > >*, std::_Rb_tree_node_base*, double const&) [289]
                0.00    0.00       1/14          std::_Rb_tree_const_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > >::_M_const_cast() const [238]
                0.00    0.00       1/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_M_get_insert_unique_pos(double const&) [292]
                0.00    0.00       5/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::begin() [176]
                0.00    0.00       5/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::end() [175]
[53]     0.0    0.00    0.00      14         std::_Rb_tree_iterator<std::pair<double const, std::deque<Order, std::allocator<Order> > > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [53]
-----------------------------------------------
                0.00    0.00      14/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::_Rb_tree_impl(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true> const&) [56]
[54]     0.0    0.00    0.00      14         std::_Rb_tree_key_compare<std::less<double> >::_Rb_tree_key_compare(std::less<double> const&) [54]
-----------------------------------------------
                0.00    0.00       7/14          OrderBook::getBids() [89]
                0.00    0.00       7/14          OrderBook::getAsks() [88]
[55]     0.0    0.00    0.00      14         std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::map(std::map<double, std::deque<Order, std::allocator<Order> >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [55]
                0.00    0.00      14/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [57]
-----------------------------------------------
                0.00    0.00      14/14          std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [57]
[56]     0.0    0.00    0.00      14         std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true>::_Rb_tree_impl(std::_Rb_tree<double, std::pair<double const, std::deque<Order, std::allocator<Order> > >, std::_Select1st<std::pair<double const, std::deque<Order, std::allocator<Order> > > >, std::less<double>, std::allocator<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_Rb_tree_impl<std::less<double>, true> const&) [56]
                0.00    0.00      14/14          __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >, std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [43]
                0.00    0.00      14/28          std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<double const, std::deque<Order, std::allocator<Order> > > > > const&) [15]
